person,age,occupation,workclass,education,hours per week,marital status,race,relationship,sex,capital gain,capital loss,education num,native country,fnlwgt,income
person 275,38,Handlers-cleaners,Private,HS-grad,40,Married-civ-spouse,White,Husband,Male,0,2042,9,United-States,35429,<=50K
person 276,42,Craft-repair,Self-emp-not-inc,HS-grad,48,Married-civ-spouse,White,Husband,Male,0,2042,9,United-States,120837,<=50K
person 277,34,Tech-support,Private,Assoc-acdm,10,Married-civ-spouse,White,Husband,Male,0,2042,12,United-States,90614,<=50K
person 278,29,Farming-fishing,Private,7th-8th,40,Married-civ-spouse,White,Husband,Male,0,2042,4,United-States,202878,<=50K
person 280,60,Protective-serv,Private,HS-grad,34,Married-civ-spouse,White,Husband,Male,0,2042,9,United-States,127084,<=50K
person 282,53,Other-service,Local-gov,HS-grad,45,Married-civ-spouse,White,Husband,Male,0,2002,9,United-States,135102,<=50K
person 284,48,Transport-moving,Private,11th,40,Married-civ-spouse,White,Husband,Male,0,2002,7,United-States,413363,<=50K
person 285,32,Prof-specialty,Federal-gov,Bachelors,40,Married-civ-spouse,Asian-Pac-Islander,Husband,Male,0,2002,13,Iran,148138,<=50K
person 286,42,Craft-repair,Self-emp-not-inc,HS-grad,40,Married-civ-spouse,White,Husband,Male,0,2002,9,United-States,170721,<=50K
person 287,32,Prof-specialty,Private,Assoc-acdm,42,Married-civ-spouse,White,Husband,Male,0,2002,12,United-States,102858,<=50K
person 288,28,Protective-serv,Local-gov,Assoc-acdm,40,Married-civ-spouse,White,Husband,Male,0,2002,12,England,175262,<=50K
person 290,59,Exec-managerial,Private,Bachelors,50,Married-civ-spouse,White,Husband,Male,0,2002,13,United-States,169982,<=50K
person 292,26,?,?,Bachelors,40,Married-civ-spouse,White,Husband,Male,0,2002,13,United-States,131777,<=50K
person 293,41,Craft-repair,Private,HS-grad,60,Married-civ-spouse,White,Husband,Male,0,2002,9,United-States,41090,<=50K
person 295,45,Sales,Private,Bachelors,55,Married-civ-spouse,White,Husband,Male,0,2002,13,United-States,357540,<=50K
person 296,30,Prof-specialty,Private,Assoc-acdm,40,Married-civ-spouse,White,Husband,Male,0,2002,12,United-States,48520,<=50K
person 297,36,Transport-moving,Private,HS-grad,40,Married-civ-spouse,White,Husband,Male,0,2002,9,United-States,107916,<=50K
person 298,34,Exec-managerial,Self-emp-inc,HS-grad,40,Married-civ-spouse,White,Husband,Male,0,2002,9,United-States,198613,<=50K
person 299,53,Transport-moving,Private,HS-grad,40,Married-civ-spouse,White,Husband,Male,0,2002,9,United-States,283743,<=50K
person 300,51,Sales,Private,HS-grad,45,Married-civ-spouse,White,Husband,Male,0,2002,9,United-States,210940,<=50K
person 301,47,Transport-moving,Self-emp-not-inc,Doctorate,45,Married-civ-spouse,White,Husband,Male,0,2002,16,United-States,355978,<=50K
person 302,19,?,?,HS-grad,40,Never-married,White,Unmarried,Male,0,2001,9,United-States,241616,<=50K
person 304,20,Other-service,Private,HS-grad,40,Never-married,White,Unmarried,Male,0,2001,9,United-States,315877,<=50K
person 305,42,Adm-clerical,Federal-gov,Masters,60,Divorced,White,Not-in-family,Male,0,2001,14,United-States,74680,<=50K
person 306,31,Craft-repair,Private,11th,40,Never-married,White,Not-in-family,Male,0,2001,7,United-States,454508,<=50K
person 307,33,Handlers-cleaners,Private,Bachelors,40,Never-married,White,Not-in-family,Male,0,2001,13,United-States,202046,<=50K
person 308,25,Tech-support,Private,Assoc-acdm,30,Never-married,White,Not-in-family,Female,0,2001,12,United-States,121102,<=50K
person 309,20,Other-service,Private,HS-grad,40,Never-married,White,Not-in-family,Male,0,2001,9,United-States,146879,<=50K
person 310,23,Adm-clerical,Private,HS-grad,40,Never-married,Black,Own-child,Male,0,2001,9,United-States,213955,<=50K
person 311,55,?,?,HS-grad,40,Separated,Black,Not-in-family,Female,0,2001,9,United-States,123382,<=50K
person 312,41,Craft-repair,Self-emp-not-inc,Some-college,50,Divorced,White,Not-in-family,Male,0,2001,10,United-States,277783,<=50K
person 313,54,Craft-repair,Self-emp-not-inc,HS-grad,35,Widowed,White,Not-in-family,Male,0,2001,9,United-States,199741,<=50K
person 314,25,Craft-repair,Private,HS-grad,50,Never-married,White,Not-in-family,Male,0,2001,9,United-States,378322,<=50K
person 315,19,Adm-clerical,Private,Some-college,40,Never-married,White,Own-child,Female,0,2001,10,United-States,264390,<=50K
person 316,24,Adm-clerical,Private,HS-grad,37,Never-married,White,Not-in-family,Female,0,2001,9,United-States,210029,<=50K
person 318,21,Other-service,Local-gov,Some-college,40,Never-married,White,Not-in-family,Female,0,2001,10,United-States,102942,<=50K
person 319,34,Machine-op-inspct,Private,HS-grad,40,Never-married,Black,Not-in-family,Male,0,2001,9,United-States,209297,<=50K
person 320,19,Adm-clerical,Private,HS-grad,40,Never-married,White,Own-child,Male,0,2001,9,United-States,198459,<=50K
person 321,21,?,?,Some-college,45,Never-married,White,Not-in-family,Male,0,2001,10,United-States,40052,<=50K
person 322,48,Adm-clerical,Private,HS-grad,40,Separated,White,Not-in-family,Female,0,2001,9,United-States,93476,<=50K
person 323,34,Other-service,Private,Bachelors,40,Never-married,White,Not-in-family,Male,0,2001,13,United-States,174789,<=50K
person 324,31,Farming-fishing,Private,HS-grad,40,Never-married,White,Not-in-family,Male,0,2001,9,United-States,189759,<=50K
person 325,36,Other-service,Private,HS-grad,40,Never-married,Black,Not-in-family,Female,0,2001,9,United-States,297847,<=50K
person 326,27,Other-service,Private,HS-grad,40,Never-married,White,Not-in-family,Male,0,1980,9,United-States,124953,<=50K
person 327,27,Craft-repair,Private,Some-college,40,Never-married,Asian-Pac-Islander,Own-child,Male,0,1980,10,Philippines,116358,<=50K
person 328,35,Sales,Private,Bachelors,65,Divorced,White,Not-in-family,Female,0,1980,13,United-States,187119,<=50K
person 329,31,Exec-managerial,Self-emp-not-inc,Bachelors,60,Married-spouse-absent,White,Not-in-family,Male,0,1980,13,United-States,161745,<=50K
person 330,27,Craft-repair,Federal-gov,HS-grad,40,Never-married,Black,Not-in-family,Male,0,1980,9,United-States,469705,<=50K
person 331,28,Adm-clerical,Local-gov,Assoc-acdm,40,Never-married,White,Not-in-family,Female,0,1980,12,United-States,304960,<=50K
person 332,42,Transport-moving,Private,HS-grad,46,Divorced,White,Not-in-family,Male,0,1980,9,United-States,175935,<=50K
person 333,44,Exec-managerial,Private,Some-college,45,Separated,White,Not-in-family,Male,0,1980,10,England,355728,<=50K
person 334,41,Sales,Private,Bachelors,56,Divorced,White,Not-in-family,Male,0,1980,13,United-States,53956,<=50K
person 336,41,Adm-clerical,Federal-gov,HS-grad,40,Never-married,White,Not-in-family,Female,0,1980,9,United-States,185616,<=50K
person 337,35,Other-service,Private,10th,40,Widowed,Black,Not-in-family,Female,0,1980,6,United-States,54595,<=50K
person 339,40,Machine-op-inspct,Private,HS-grad,48,Divorced,White,Not-in-family,Male,0,1980,9,United-States,139193,<=50K
person 340,31,Transport-moving,Private,Assoc-voc,60,Never-married,White,Own-child,Male,0,1980,11,United-States,184306,<=50K
person 341,30,Sales,Private,HS-grad,40,Never-married,White,Not-in-family,Female,0,1980,9,United-States,207301,<=50K
person 343,25,Adm-clerical,Private,Some-college,40,Never-married,White,Not-in-family,Male,0,1980,10,United-States,111058,<=50K
person 344,34,Transport-moving,Private,HS-grad,40,Never-married,White,Own-child,Male,0,1980,9,United-States,198103,<=50K
person 345,56,Exec-managerial,Private,Some-college,40,Divorced,White,Not-in-family,Female,0,1980,10,United-States,34626,<=50K
person 346,45,Other-service,Private,HS-grad,40,Divorced,White,Not-in-family,Male,0,1980,9,United-States,100651,<=50K
person 347,50,Adm-clerical,Private,HS-grad,40,Never-married,White,Not-in-family,Male,0,1980,9,United-States,104501,<=50K
person 348,27,Sales,Private,10th,40,Never-married,White,Other-relative,Male,0,1980,6,United-States,132805,<=50K
person 349,51,Sales,Private,Some-college,40,Married-civ-spouse,White,Husband,Male,0,1977,10,United-States,96062,>50K
person 350,40,Tech-support,Private,Assoc-acdm,60,Married-civ-spouse,White,Husband,Male,0,1977,12,United-States,207578,>50K
person 351,41,Exec-managerial,Private,Masters,65,Married-civ-spouse,White,Husband,Male,0,1977,14,United-States,445382,>50K
person 352,49,Exec-managerial,Private,Masters,45,Married-civ-spouse,White,Husband,Male,0,1977,14,United-States,192776,>50K
person 353,37,Craft-repair,Private,Assoc-voc,40,Married-civ-spouse,White,Husband,Male,0,1977,11,United-States,22463,>50K
person 354,36,Exec-managerial,Self-emp-inc,Bachelors,45,Married-civ-spouse,White,Wife,Female,0,1977,13,United-States,108293,>50K
person 355,35,Prof-specialty,Private,Prof-school,80,Married-civ-spouse,White,Husband,Male,0,1977,15,United-States,199352,>50K
person 357,50,Prof-specialty,Private,Bachelors,40,Married-civ-spouse,White,Wife,Female,0,1977,13,United-States,133963,>50K
person 358,46,Sales,Private,Bachelors,40,Married-civ-spouse,White,Husband,Male,0,1977,13,United-States,129007,>50K
person 359,44,Exec-managerial,Self-emp-not-inc,HS-grad,45,Married-civ-spouse,White,Husband,Male,0,1977,9,United-States,179557,>50K
person 360,42,Exec-managerial,Local-gov,Masters,40,Married-civ-spouse,White,Husband,Male,0,1977,14,United-States,111252,>50K
person 362,45,Exec-managerial,Private,Bachelors,55,Married-civ-spouse,White,Husband,Male,0,1977,13,United-States,192835,>50K
person 363,43,Exec-managerial,Local-gov,Masters,60,Married-civ-spouse,White,Husband,Male,0,1977,14,United-States,147328,>50K
person 364,47,Prof-specialty,Self-emp-inc,Prof-school,60,Married-civ-spouse,White,Husband,Male,0,1977,15,United-States,139268,>50K
person 366,48,Tech-support,Private,Prof-school,40,Married-civ-spouse,White,Husband,Male,0,1977,15,United-States,331482,>50K
person 368,55,Exec-managerial,Private,Masters,50,Married-civ-spouse,White,Husband,Male,0,1977,14,United-States,153484,>50K
person 369,51,Sales,Private,10th,40,Married-civ-spouse,White,Husband,Male,0,1977,6,United-States,252903,>50K
person 371,45,Exec-managerial,Local-gov,Bachelors,50,Married-civ-spouse,White,Husband,Male,0,1977,13,United-States,160472,>50K
person 372,56,Craft-repair,Private,Masters,44,Married-civ-spouse,White,Husband,Male,0,1977,14,United-States,192869,>50K
person 373,38,Exec-managerial,Private,Masters,60,Married-civ-spouse,White,Husband,Male,0,1977,14,United-States,234901,>50K
person 374,45,Sales,Private,Assoc-voc,50,Married-civ-spouse,White,Husband,Male,0,1977,11,United-States,33300,>50K
person 375,49,Prof-specialty,Private,Masters,40,Married-civ-spouse,White,Wife,Female,0,1977,14,United-States,101825,>50K
person 376,36,Prof-specialty,Private,HS-grad,40,Married-civ-spouse,White,Husband,Male,0,1977,9,United-States,183612,>50K
person 377,49,Exec-managerial,Private,Masters,40,Married-civ-spouse,White,Husband,Male,0,1977,14,United-States,185041,>50K
person 378,30,Prof-specialty,Private,Doctorate,40,Married-civ-spouse,Asian-Pac-Islander,Husband,Male,0,1977,16,China,315640,>50K
person 379,42,Prof-specialty,Self-emp-inc,Prof-school,50,Married-civ-spouse,White,Husband,Male,0,1977,15,United-States,123838,>50K
person 380,55,Exec-managerial,Private,Masters,40,Married-civ-spouse,White,Husband,Male,0,1977,14,United-States,31905,>50K
person 381,34,Exec-managerial,Private,Bachelors,45,Married-civ-spouse,White,Husband,Male,0,1977,13,United-States,181091,>50K
person 382,54,Prof-specialty,Private,Doctorate,50,Married-civ-spouse,White,Husband,Male,0,1977,16,United-States,88278,>50K
person 383,42,Exec-managerial,Self-emp-not-inc,Bachelors,70,Married-civ-spouse,White,Husband,Male,0,1977,13,United-States,323790,>50K
person 384,25,Prof-specialty,Local-gov,Bachelors,40,Married-civ-spouse,White,Husband,Male,0,1977,13,United-States,90730,>50K
person 385,55,Exec-managerial,Self-emp-inc,HS-grad,45,Married-civ-spouse,White,Husband,Male,0,1977,9,United-States,138594,>50K
person 388,43,Prof-specialty,Self-emp-inc,Prof-school,40,Married-civ-spouse,White,Husband,Male,0,1977,15,United-States,221172,>50K
person 389,57,Prof-specialty,Local-gov,Masters,40,Married-civ-spouse,Black,Wife,Female,0,1977,14,United-States,174132,>50K
person 390,42,Prof-specialty,Self-emp-inc,Doctorate,60,Married-civ-spouse,White,Husband,Male,0,1977,16,United-States,277256,>50K
person 391,63,Prof-specialty,Self-emp-not-inc,Bachelors,32,Married-civ-spouse,Asian-Pac-Islander,Husband,Male,0,1977,13,China,35021,>50K
person 392,47,Prof-specialty,Self-emp-not-inc,Prof-school,50,Married-civ-spouse,White,Husband,Male,0,1977,15,United-States,213668,>50K
person 393,37,Exec-managerial,Private,Bachelors,50,Married-civ-spouse,White,Husband,Male,0,1977,13,United-States,99146,>50K
person 394,40,Sales,Private,Bachelors,60,Married-civ-spouse,White,Husband,Male,0,1977,13,United-States,209547,>50K
person 396,43,Prof-specialty,State-gov,Prof-school,70,Married-civ-spouse,White,Husband,Male,0,1977,15,United-States,33331,>50K
person 397,41,Prof-specialty,Self-emp-not-inc,Prof-school,60,Married-civ-spouse,White,Husband,Male,0,1977,15,United-States,200574,>50K
person 398,32,Prof-specialty,Private,Prof-school,60,Married-civ-spouse,White,Husband,Male,0,1977,15,United-States,204374,>50K
person 400,39,Handlers-cleaners,Federal-gov,Some-college,60,Married-civ-spouse,White,Husband,Male,0,1977,10,United-States,175232,>50K
person 401,53,Exec-managerial,Private,Some-college,40,Married-civ-spouse,White,Husband,Male,0,1977,10,United-States,193720,>50K
person 402,34,Exec-managerial,Private,Bachelors,45,Married-civ-spouse,White,Husband,Male,0,1977,13,United-States,189759,>50K
person 404,47,Exec-managerial,Local-gov,Masters,41,Married-civ-spouse,White,Husband,Male,0,1977,14,United-States,285060,>50K
person 405,52,Exec-managerial,Private,Assoc-voc,45,Married-civ-spouse,White,Husband,Male,0,1977,11,United-States,23780,>50K
person 406,40,Prof-specialty,Self-emp-not-inc,Prof-school,60,Married-civ-spouse,Amer-Indian-Eskimo,Husband,Male,0,1977,15,United-States,284706,>50K
person 407,42,Prof-specialty,Self-emp-inc,Bachelors,40,Married-civ-spouse,White,Husband,Male,0,1977,13,United-States,130126,>50K
person 408,51,Protective-serv,Private,Masters,40,Married-civ-spouse,White,Husband,Male,0,1977,14,United-States,102615,>50K
person 409,55,Tech-support,Private,Masters,20,Married-civ-spouse,White,Husband,Male,0,1977,14,United-States,208311,>50K
person 410,38,Sales,Private,HS-grad,99,Married-civ-spouse,White,Husband,Male,0,1977,9,United-States,111499,>50K
person 411,52,Exec-managerial,Private,Some-college,50,Married-civ-spouse,White,Husband,Male,0,1977,10,United-States,139671,>50K
person 412,60,Tech-support,Federal-gov,HS-grad,40,Married-civ-spouse,White,Husband,Male,0,1977,9,United-States,165630,>50K
person 413,55,Prof-specialty,Private,Assoc-voc,50,Married-civ-spouse,White,Husband,Male,0,1977,11,Germany,124808,>50K
person 417,59,Exec-managerial,Self-emp-inc,Bachelors,50,Married-civ-spouse,White,Husband,Male,0,1977,13,United-States,223215,>50K
person 418,57,Prof-specialty,Private,Masters,45,Married-civ-spouse,White,Husband,Male,0,1977,14,United-States,437727,>50K
person 420,46,Exec-managerial,Federal-gov,Masters,40,Married-civ-spouse,White,Husband,Male,0,1977,14,United-States,213140,>50K
person 422,45,Prof-specialty,Private,Doctorate,30,Married-civ-spouse,White,Wife,Female,0,1977,16,United-States,363677,>50K
person 423,37,Tech-support,Private,Bachelors,40,Married-civ-spouse,White,Husband,Male,0,1977,13,United-States,241998,>50K
person 424,46,Exec-managerial,Private,Masters,45,Married-civ-spouse,White,Husband,Male,0,1977,14,United-States,337050,>50K
person 425,44,Prof-specialty,Private,Bachelors,50,Married-civ-spouse,Black,Husband,Male,0,1977,13,United-States,157249,>50K
person 426,45,Exec-managerial,Private,Assoc-voc,50,Married-civ-spouse,White,Husband,Male,0,1977,11,United-States,84298,>50K
person 428,54,Prof-specialty,Local-gov,Masters,40,Married-civ-spouse,White,Husband,Male,0,1977,14,United-States,185846,>50K
person 429,50,Prof-specialty,Private,Masters,40,Married-civ-spouse,White,Husband,Male,0,1977,14,United-States,150999,>50K
person 430,51,Exec-managerial,Private,Bachelors,60,Married-civ-spouse,White,Husband,Male,0,1977,13,?,199688,>50K
person 431,45,Prof-specialty,Private,Bachelors,40,Married-civ-spouse,White,Husband,Male,0,1977,13,United-States,225456,>50K
person 432,36,Prof-specialty,Private,Masters,60,Married-civ-spouse,White,Husband,Male,0,1977,14,United-States,192939,>50K
person 433,27,Exec-managerial,Private,Bachelors,50,Married-civ-spouse,White,Husband,Male,0,1977,13,United-States,183627,>50K
person 434,36,Sales,Private,Bachelors,35,Married-civ-spouse,White,Husband,Male,0,1977,13,United-States,189404,>50K
person 435,53,Exec-managerial,Private,Masters,55,Married-civ-spouse,White,Husband,Male,0,1977,14,United-States,152810,>50K
person 436,51,Prof-specialty,Local-gov,Masters,35,Married-civ-spouse,White,Husband,Male,0,1977,14,United-States,123011,>50K
person 437,28,Prof-specialty,Private,Bachelors,24,Married-civ-spouse,White,Wife,Female,0,1977,13,United-States,114158,>50K
person 438,47,Craft-repair,Self-emp-not-inc,Some-college,40,Married-civ-spouse,White,Husband,Male,0,1977,10,United-States,228660,>50K
person 439,45,Exec-managerial,Private,Bachelors,60,Married-civ-spouse,White,Husband,Male,0,1977,13,United-States,233511,>50K
person 440,45,Prof-specialty,Local-gov,Masters,35,Married-civ-spouse,White,Wife,Female,0,1977,14,United-States,159816,>50K
person 441,39,Prof-specialty,Self-emp-not-inc,Prof-school,50,Married-civ-spouse,White,Husband,Male,0,1977,15,United-States,202027,>50K
person 442,39,Exec-managerial,Private,Bachelors,40,Married-civ-spouse,White,Husband,Male,0,1977,13,United-States,218490,>50K
person 443,55,Prof-specialty,Self-emp-not-inc,Masters,40,Married-civ-spouse,White,Husband,Male,0,1977,14,United-States,248841,>50K
person 444,62,Exec-managerial,Private,Some-college,98,Married-civ-spouse,White,Husband,Male,0,1977,10,United-States,71751,>50K
person 445,49,Sales,Private,Bachelors,50,Married-civ-spouse,Asian-Pac-Islander,Husband,Male,0,1977,13,South,137192,>50K
person 446,53,Exec-managerial,Self-emp-not-inc,Masters,40,Married-civ-spouse,White,Husband,Male,0,1977,14,United-States,100109,>50K
