house,median income,median house value,housing median age,total rooms,total bedrooms,population,households,longitude,latitude,ocean proximity
house 4034,7.8392,500001,36,2127,297,761,274,-118.55,34.17,<1H OCEAN
house 17502,2.7333,182500,38,1141,333,1028,291,-121.9,37.36,<1H OCEAN
house 10662,10.0757,383900,16,1414,191,635,230,-117.81,33.66,<1H OCEAN
house 14808,5.1009,500001,52,1837,313,668,300,-117.18,32.69,NEAR OCEAN
house 17379,4.125,139800,18,1932,350,1071,346,-120.42,34.97,<1H OCEAN
house 6575,3.8203,176000,43,1810,343,988,307,-118.16,34.2,<1H OCEAN
house 11285,6.37,229200,35,1330,201,658,217,-117.96,33.78,<1H OCEAN
house 11210,2.4931,166900,32,1187,302,1003,275,-117.9,33.82,<1H OCEAN
house 9134,4.5237,141800,5,16181,2971,8152,2651,-118.08,34.55,INLAND
house 4023,3.675,213100,43,1700,380,930,349,-118.52,34.18,<1H OCEAN
house 3671,4.1181,172700,36,1643,349,1414,337,-118.4,34.23,<1H OCEAN
house 9507,3.0652,131100,24,5372,1051,3002,992,-123.34,39.1,<1H OCEAN
house 6098,4.6556,199600,23,4066,819,2105,737,-117.87,34.11,<1H OCEAN
house 8648,5.0976,469800,34,3145,786,1352,727,-118.4,33.87,<1H OCEAN
house 5272,10.8082,500001,42,993,130,368,134,-118.52,34.04,<1H OCEAN
house 15443,2.9133,215700,4,3371,773,1481,627,-117.27,33.18,NEAR OCEAN
house 15854,5.3292,300900,52,1514,314,724,301,-122.43,37.74,NEAR BAY
house 2866,2.1111,105300,20,1351,255,762,253,-118.88,35.34,INLAND
house 4783,2.1046,114000,35,3189,935,2221,801,-118.32,34.03,<1H OCEAN
house 16677,3.0938,245900,34,3100,617,1155,542,-120.68,35.14,NEAR OCEAN
house 3179,3.0667,75800,19,3252,614,1971,607,-119.79,36.32,INLAND
house 4693,3.4265,456900,52,2046,451,944,435,-118.36,34.07,<1H OCEAN
house 12513,1.4889,77600,19,3374,808,1412,753,-121.45,38.55,INLAND
house 1914,4.0714,437500,19,2967,528,112,48,-120.06,39.01,INLAND
house 4995,1.5846,114800,46,2608,636,1766,596,-118.29,33.99,<1H OCEAN
house 15395,3.1272,281300,11,4068,829,918,500,-117.14,33.23,<1H OCEAN
house 12715,2.8462,93400,36,2019,369,878,356,-121.39,38.58,INLAND
house 13006,3.75,147300,16,3467,615,1478,601,-121.28,38.68,INLAND
house 18322,7.9029,500001,37,1287,197,510,206,-122.13,37.45,NEAR BAY
house 7332,3.0398,165400,36,903,266,1068,251,-118.18,33.98,<1H OCEAN
house 10889,4.6483,190800,12,4695,1110,2153,989,-117.9,33.7,<1H OCEAN
house 14144,2.1757,110100,42,1986,472,1472,475,-117.09,32.74,NEAR OCEAN
house 13260,2.8326,163000,11,7392,1796,3841,1621,-117.68,34.1,INLAND
house 3662,4.0049,190000,37,1404,266,889,274,-118.4,34.23,<1H OCEAN
house 7488,1.9026,131900,28,2949,1003,4551,930,-118.21,33.92,<1H OCEAN
house 19489,1.933,107000,30,1718,395,914,400,-120.99,37.66,INLAND
house 19935,2.7,88900,14,1635,422,870,399,-119.34,36.31,INLAND
house 4762,3.0856,151600,49,1104,266,668,297,-118.35,34.04,<1H OCEAN
house 6741,5.6152,359900,38,1713,285,779,286,-118.09,34.12,<1H OCEAN
house 7436,3.2768,179100,44,1436,271,850,269,-118.19,33.95,<1H OCEAN
house 7570,2.7212,107900,40,2538,564,2170,541,-118.2,33.89,<1H OCEAN
house 6500,2.9688,162800,42,1597,373,1311,352,-118.03,34.08,INLAND
house 10157,5.0258,161800,12,1859,393,622,316,-117.92,33.89,<1H OCEAN
house 10415,4.2463,182800,4,1793,390,897,386,-117.59,33.65,<1H OCEAN
house 17400,1.8633,109400,17,1368,308,642,303,-120.47,34.94,<1H OCEAN
house 16210,2.375,67500,52,24,6,23,5,-121.3,37.94,INLAND
house 5109,1.747,121000,43,2118,569,1266,500,-118.31,33.96,<1H OCEAN
house 8750,5.878,387800,39,2794,444,1319,441,-118.37,33.82,<1H OCEAN
house 10273,3.0227,297100,16,1332,368,1534,295,-117.87,33.87,<1H OCEAN
house 8711,5.6426,348200,35,1248,206,551,185,-118.35,33.85,<1H OCEAN
house 4148,3.3438,173600,50,2929,588,1931,574,-118.2,34.13,<1H OCEAN
house 11080,4.0324,244900,26,5574,1025,2607,988,-117.84,33.81,<1H OCEAN
house 15886,2.59,211800,45,2462,509,1587,450,-122.4,37.74,NEAR BAY
house 1391,4.675,225400,33,1660,277,741,261,-122.12,37.99,NEAR BAY
house 13634,3.2305,93700,35,1380,248,730,264,-117.34,34.08,INLAND
house 8823,2.5444,236100,35,2234,689,1334,662,-118.35,34.09,<1H OCEAN
house 9225,2.125,61900,24,646,134,454,149,-120.06,36.95,INLAND
house 13817,3.2794,92500,7,8414,1584,5146,1517,-117.2,34.46,INLAND
house 12823,8.0379,383300,32,541,82,229,98,-121.59,38.69,INLAND
house 10215,2.9861,218600,28,2315,538,1360,504,-117.9,33.87,<1H OCEAN
house 4244,3.0642,342900,48,1601,464,784,461,-118.33,34.11,<1H OCEAN
house 14870,2.4148,67500,27,2920,770,1935,746,-117.09,32.63,NEAR OCEAN
house 14583,3.6667,175900,31,3064,575,1476,549,-117.18,32.84,NEAR OCEAN
house 13109,4.7557,150400,7,6091,921,2916,886,-121.38,38.41,INLAND
house 9420,3.8068,275000,52,176,50,88,46,-122.52,37.88,NEAR BAY
house 13795,2.0184,84900,20,1319,309,486,196,-117.5,34.66,INLAND
house 12762,2.517,130400,30,3626,834,1577,806,-121.4,38.63,INLAND
house 1591,8.039,382200,20,10212,1424,4083,1374,-122.1,37.93,NEAR BAY
house 3385,4.45,263600,32,2542,526,1278,493,-118.28,34.24,<1H OCEAN
house 17698,3.9009,178600,33,1115,250,1168,261,-121.83,37.28,<1H OCEAN
house 4419,3.1864,189800,52,3142,765,1728,682,-118.25,34.09,<1H OCEAN
house 15404,4.3068,240100,26,1991,330,1014,304,-117.23,33.24,<1H OCEAN
house 3160,2.6302,81300,33,1190,217,717,196,-118.83,35.27,INLAND
house 14552,6.4321,271900,5,2276,311,1158,317,-117.13,32.98,<1H OCEAN
house 8411,2.3375,170600,33,2040,576,2649,561,-118.35,33.93,<1H OCEAN
house 6031,1.6006,146200,52,2550,586,1246,576,-117.75,34.07,INLAND
house 9183,4.8536,202600,23,3927,728,1984,707,-118.56,34.37,<1H OCEAN
house 9273,5.3755,290900,20,1589,231,601,224,-122.59,38.13,<1H OCEAN
house 6974,2.625,163300,43,2446,764,1699,692,-118.04,33.98,<1H OCEAN
house 7716,5.2485,323800,35,1813,313,825,316,-118.12,33.94,<1H OCEAN
house 6248,3.5179,161400,36,1299,206,763,216,-117.97,34.05,<1H OCEAN
house 11365,5.2563,211400,24,4197,718,2468,714,-117.94,33.73,<1H OCEAN
house 5554,3.111,247600,5,6955,2062,3591,1566,-118.37,33.95,<1H OCEAN
house 285,3.6875,157300,42,1524,260,651,267,-122.17,37.78,NEAR BAY
house 7198,2.239,121300,37,2115,580,2842,572,-118.18,34.03,<1H OCEAN
house 9153,5.2374,185500,26,828,149,508,158,-118.53,34.45,<1H OCEAN
house 203,1.9338,112500,43,1420,472,1506,438,-122.23,37.78,NEAR BAY
house 312,1.75,85700,47,1116,259,826,279,-122.2,37.76,NEAR BAY
house 13983,2.6477,53300,32,671,166,856,114,-117.28,35.13,INLAND
house 15871,3.0865,225000,52,492,139,316,168,-122.41,37.76,NEAR BAY
house 7693,6.7501,400000,34,1723,279,617,252,-118.11,33.95,<1H OCEAN
house 2557,4.8516,116100,13,2171,339,951,353,-124.17,40.75,NEAR OCEAN
house 14543,4.5221,168300,16,2969,514,1594,465,-117.15,32.92,<1H OCEAN
house 8269,3.7838,500001,36,2006,453,807,426,-118.17,33.74,NEAR OCEAN
house 6642,2.3654,137500,49,806,199,698,172,-118.15,34.15,<1H OCEAN
house 18631,5.8642,363500,36,1522,230,677,206,-121.93,37.04,<1H OCEAN
house 12424,2.9286,112500,22,197,54,331,70,-116.15,33.69,INLAND
house 6252,4.119,163300,32,1507,295,1326,324,-117.97,34.04,<1H OCEAN
house 2504,1.3386,63000,20,1287,310,954,269,-120.46,36.87,INLAND
house 3585,4.7926,454400,27,4580,918,2252,850,-118.51,34.23,<1H OCEAN
house 2183,2.9808,89600,38,1446,285,928,255,-120.08,36.79,INLAND
house 13949,3.5625,165500,15,4236,753,703,255,-117.17,34.25,INLAND
house 2932,1.4015,48700,35,1164,277,992,284,-119,35.35,INLAND
house 3053,1.1903,63200,13,1657,362,1186,376,-119.35,35.58,INLAND
house 3130,4.25,104400,4,2630,502,1150,422,-117.95,35.13,INLAND
house 6844,2.3664,192200,20,2130,654,1870,578,-118.13,34.07,<1H OCEAN
house 12669,2.7262,109800,12,4929,1010,2621,870,-121.44,38.48,INLAND
house 17260,2.6019,250000,31,1524,383,1257,398,-119.72,34.42,NEAR OCEAN
house 6246,2.8438,157600,33,2028,422,1727,371,-117.97,34.05,<1H OCEAN
house 6914,6.1898,282400,35,4055,652,1758,639,-117.98,33.95,<1H OCEAN
house 10148,6.1825,336900,33,2868,382,1204,412,-117.92,33.91,<1H OCEAN
house 7692,6.4319,452300,34,2319,334,941,356,-118.11,33.95,<1H OCEAN
house 18323,6.6354,500001,41,3233,540,1251,506,-122.13,37.45,NEAR BAY
house 7753,2.5208,182800,30,915,234,646,211,-118.15,33.92,<1H OCEAN
house 13252,2.6929,119300,16,2427,522,794,491,-117.69,34.11,INLAND
house 7043,3.8542,175400,33,1976,404,1379,395,-118.09,33.94,<1H OCEAN
house 19439,5.5,146200,33,828,123,373,133,-121.01,37.68,INLAND
house 3268,1.9141,143200,15,2483,544,835,380,-122.9,39.09,INLAND
house 4677,5.8632,450000,52,2066,319,981,297,-118.34,34.07,<1H OCEAN
house 17343,4.8185,157900,26,2384,385,1323,400,-120.4,34.85,<1H OCEAN
house 18121,4.7402,244500,34,3450,731,1915,689,-122,37.32,<1H OCEAN
house 13831,4.6914,142200,7,3200,477,1522,470,-117.25,34.51,INLAND
house 16539,1.6111,74100,13,335,89,247,77,-121.22,37.8,INLAND
house 6638,2.575,153500,39,2776,840,2546,773,-118.14,34.16,<1H OCEAN
house 16917,7.0422,500001,52,2635,408,967,374,-122.34,37.57,NEAR OCEAN
house 10241,3.0214,218400,19,3583,911,2300,871,-117.88,33.89,<1H OCEAN
house 7987,2.9886,175000,10,1664,508,1369,493,-118.17,33.86,<1H OCEAN
house 16020,10.7309,500001,52,2151,280,762,274,-122.47,37.73,NEAR OCEAN
house 2710,2.1792,55200,18,1564,340,1161,343,-115.69,32.79,INLAND
house 12923,3.95,143600,21,1276,208,501,205,-121.32,38.66,INLAND
house 1579,8.2673,358700,21,3521,447,1396,467,-122.03,37.87,NEAR BAY
house 15702,4.4375,500001,52,3640,840,1525,796,-122.44,37.79,NEAR BAY
house 7637,4.174,205100,26,4586,1042,3680,1027,-118.28,33.82,<1H OCEAN
house 12345,2.1042,87500,16,343,85,29,14,-116.5,33.82,INLAND
house 10835,6.4441,261000,26,2822,473,1258,469,-117.93,33.69,<1H OCEAN
house 6290,4.6324,168800,15,8749,1761,5278,1691,-117.91,34.04,<1H OCEAN
house 7740,4.2594,242400,36,1948,341,992,363,-118.15,33.94,<1H OCEAN
house 7355,2.5385,160900,33,1471,451,2272,482,-118.15,33.96,<1H OCEAN
house 20326,4.5833,500001,21,1856,276,863,255,-119.04,34.28,<1H OCEAN
house 8272,2.7614,272200,30,2800,757,1292,742,-118.16,33.77,NEAR OCEAN
house 12966,4.3643,124900,17,3214,551,1879,562,-121.32,38.7,INLAND
house 3461,4.0556,182500,9,1739,358,820,323,-118.45,34.31,<1H OCEAN
house 15540,2.2875,132400,17,2641,627,1167,647,-117.11,33.11,<1H OCEAN
house 3497,4.9323,223700,34,1231,222,702,222,-118.48,34.27,<1H OCEAN
house 13741,4.6806,152400,36,2223,361,942,331,-117.19,34.03,INLAND
house 16354,4.5,92800,30,249,44,167,45,-121.32,38.04,INLAND
house 13035,6.1359,225000,52,240,44,6675,29,-121.15,38.69,INLAND
house 13277,2.6818,114100,8,3557,890,2251,765,-117.63,34.09,INLAND
house 5707,3.5707,341700,29,2174,418,1030,395,-118.22,34.21,<1H OCEAN
house 11588,5.5446,228900,28,3375,559,1754,554,-118.02,33.78,<1H OCEAN
house 13826,2.125,64800,31,265,55,186,55,-117.15,34.48,INLAND
house 15484,2.3062,158900,15,1070,208,470,217,-117.15,33.14,<1H OCEAN
house 19240,5.7819,265600,19,2107,332,874,341,-122.63,38.5,<1H OCEAN
house 11428,3.7479,213000,17,3386,729,1715,666,-117.99,33.69,<1H OCEAN
house 6215,5.0897,189000,36,1390,270,887,266,-117.91,34.07,<1H OCEAN
house 1770,3.2833,111700,38,1340,298,766,241,-122.34,37.95,NEAR BAY
house 8995,4.1375,287100,43,2657,548,1145,524,-118.36,33.99,<1H OCEAN
house 1210,2.3816,116000,16,4221,781,1516,697,-120.46,38.15,INLAND
house 17315,3.2569,230800,14,1289,277,693,237,-120.27,34.72,<1H OCEAN
house 18738,1.9,81600,16,2801,614,1695,563,-122.35,40.56,INLAND
house 1864,2.9688,152700,22,1880,360,743,314,-123.91,41.68,<1H OCEAN
house 4698,3.4286,474300,52,1084,247,468,255,-118.37,34.07,<1H OCEAN
house 17347,4.7813,326800,17,2649,386,1057,362,-120.37,34.9,<1H OCEAN
house 7018,3.6875,169500,39,936,194,691,211,-118.09,33.98,<1H OCEAN
house 18585,2.4053,178400,21,2794,662,2236,565,-121.78,36.93,<1H OCEAN
house 14812,5.1249,432400,48,2764,491,978,449,-117.18,32.69,NEAR OCEAN
house 17043,7.4787,431300,33,6499,998,2694,957,-122.28,37.5,NEAR OCEAN
house 14423,2.4643,244400,27,1297,355,776,337,-117.23,32.8,NEAR OCEAN
house 1701,6.0666,272400,10,15259,2275,7266,2338,-122.27,37.97,NEAR BAY
house 6564,4.9312,240200,46,1271,236,573,210,-118.13,34.2,INLAND
house 16584,4.6173,164800,15,3846,677,2360,635,-121.45,37.75,INLAND
house 4560,4.0972,500001,52,58,52,41,27,-118.26,34.05,<1H OCEAN
house 1037,3.9107,129800,40,1391,246,546,214,-120.79,38.43,INLAND
house 15039,4.3977,226800,31,2545,373,956,342,-117,32.76,<1H OCEAN
house 10596,6.8722,326100,16,1998,308,818,299,-117.79,33.68,<1H OCEAN
house 5073,2,96500,52,1837,426,1062,343,-118.31,33.98,<1H OCEAN
house 3853,3.8081,286700,25,4966,1134,1941,958,-118.44,34.17,<1H OCEAN
house 982,6.8132,282500,4,4719,741,1895,742,-121.85,37.68,INLAND
house 2341,4.9432,114400,4,1262,216,622,199,-119.67,36.81,INLAND
house 11155,4.9115,255500,31,2982,547,1895,570,-117.99,33.84,<1H OCEAN
house 10212,7.875,351900,30,1631,212,523,216,-117.91,33.89,<1H OCEAN
house 17638,5.0062,232000,30,4412,862,2168,772,-121.91,37.27,<1H OCEAN
house 16282,1.8814,57700,40,2806,685,2268,635,-121.28,37.94,INLAND
house 627,4.0268,205500,36,2639,533,1209,519,-122.18,37.7,NEAR BAY
house 16973,4.2955,309700,45,1685,321,815,314,-122.31,37.56,NEAR OCEAN
house 15454,5.6605,224400,17,1704,263,781,281,-117.31,33.16,NEAR OCEAN
house 15477,3.0221,214300,25,596,115,426,137,-117.17,33.18,<1H OCEAN
house 6427,2.9605,129400,37,1568,371,1618,350,-117.99,34.13,INLAND
house 4096,5.0754,374500,44,2515,510,967,484,-118.4,34.15,<1H OCEAN
house 19441,4.9904,158100,29,2911,445,1170,460,-121,37.68,INLAND
house 12415,3.0673,68200,22,894,,830,202,-116.21,33.75,INLAND
house 3223,2.3256,56800,24,2652,568,1532,445,-119.66,36.32,INLAND
house 1748,1.8664,107800,30,950,317,1073,280,-122.36,37.96,NEAR BAY
house 1683,4.4394,162000,34,1712,317,956,341,-122.3,38,NEAR BAY
house 6104,3.2383,157000,18,2923,670,1751,656,-117.88,34.11,<1H OCEAN
house 15799,3.8261,250000,52,1582,353,868,329,-122.43,37.76,NEAR BAY
house 347,2.5625,89300,33,1280,307,999,286,-122.17,37.76,NEAR BAY
house 864,5.8151,295600,6,4405,717,2071,688,-122,37.58,<1H OCEAN
house 16995,5.3247,327800,13,1422,295,395,195,-122.26,37.54,NEAR BAY
house 4568,2.345,225000,38,715,282,1174,300,-118.26,34.06,<1H OCEAN
house 10289,6.7837,264300,19,3544,542,1787,560,-117.84,33.89,<1H OCEAN
house 5343,0.536,350000,16,18,6,3,4,-118.44,34.04,<1H OCEAN
house 13348,2.4716,102500,21,1801,507,2556,484,-117.64,34.04,INLAND
house 16056,5.8096,339800,52,1382,230,708,279,-122.49,37.76,NEAR BAY
house 241,2.7352,137300,46,2239,508,1390,569,-122.21,37.78,NEAR BAY
house 2726,1.2083,53600,22,565,162,692,141,-115.55,32.79,INLAND
house 9699,2.5224,119200,39,3260,821,3130,793,-121.61,36.67,<1H OCEAN
house 14008,8.603,459600,52,1504,208,518,196,-117.18,32.75,NEAR OCEAN
house 523,5.2915,333000,52,1316,177,378,162,-122.23,37.76,NEAR BAY
house 11518,8.8281,461600,25,4150,570,1424,547,-118.05,33.71,NEAR OCEAN
house 19968,3.4306,74300,34,1715,290,780,297,-119.09,36.22,INLAND
house 8401,4.125,174000,52,836,175,747,166,-118.37,33.95,<1H OCEAN
house 12488,1.625,187500,52,567,193,272,187,-121.48,38.57,INLAND
house 9880,2.225,150000,26,32,8,27,10,-121.84,36.62,<1H OCEAN
house 7301,2.1468,141700,33,1134,375,1615,354,-118.2,33.99,<1H OCEAN
house 11432,7.0173,382100,16,5143,652,2209,637,-117.96,33.67,<1H OCEAN
house 4229,2.3789,266700,24,3696,1125,1685,1031,-118.29,34.11,<1H OCEAN
house 5434,3.0833,315500,27,2224,618,1594,625,-118.41,34.02,<1H OCEAN
house 15160,4.8295,165800,18,3593,661,1992,626,-117.05,32.96,<1H OCEAN
house 6928,2.63,143800,42,1392,351,1471,348,-118.07,34,<1H OCEAN
house 16864,3,229100,35,865,226,602,217,-122.41,37.63,NEAR OCEAN
house 20032,2.2277,78000,26,2185,435,1108,419,-119.04,36.07,INLAND
house 12922,5.078,163400,26,1149,193,500,194,-121.32,38.66,INLAND
house 18705,3.5347,101200,23,2281,408,1164,420,-122.38,40.56,INLAND
house 5483,3.1992,303800,41,885,285,562,268,-118.46,33.99,<1H OCEAN
house 10903,1.8,154200,5,187,49,207,51,-117.86,33.75,<1H OCEAN
house 2678,1.4583,58600,32,1615,382,1307,345,-115.52,32.98,INLAND
house 2347,4.4934,88000,15,2892,496,1634,501,-119.69,36.81,INLAND
house 903,4.6,223200,28,2829,566,1610,540,-121.98,37.53,<1H OCEAN
house 7629,5.144,180800,27,489,98,403,97,-118.28,33.85,<1H OCEAN
house 8542,4.2454,236800,33,2408,534,1644,523,-118.36,33.88,<1H OCEAN
house 16707,4.5461,270800,16,2819,479,1068,365,-120.3,35.1,<1H OCEAN
house 18994,3.4741,245800,17,3053,595,1434,557,-122.07,38.41,INLAND
house 2593,2.7321,92600,18,4032,798,1948,775,-124.1,40.9,NEAR OCEAN
house 5059,3.6629,353200,33,3246,601,1585,603,-118.35,34.01,<1H OCEAN
house 18732,3.0954,86500,19,3753,761,1952,738,-122.41,40.55,INLAND
house 6333,6.7978,325000,24,1219,177,610,185,-117.95,33.99,<1H OCEAN
house 13560,2.1842,75200,40,1051,244,745,243,-117.3,34.09,INLAND
house 10578,4.9079,273800,23,1444,260,792,253,-117.69,33.63,<1H OCEAN
house 2802,2.7583,64900,42,2271,458,1124,447,-119.02,35.42,INLAND
house 326,2.5139,83400,43,707,147,417,155,-122.19,37.74,NEAR BAY
house 6232,5.3559,207300,36,1207,209,683,213,-117.93,34.07,<1H OCEAN
house 6982,6.0663,372600,30,6540,991,3124,953,-118,33.97,<1H OCEAN
house 6964,4.375,186200,38,862,178,484,176,-118.06,33.99,<1H OCEAN
house 17608,7.8575,424600,26,1797,244,626,244,-121.9,37.29,<1H OCEAN
house 14380,2.7515,247700,33,4168,1112,1785,984,-117.28,32.74,NEAR OCEAN
house 6857,6.1509,315100,25,4284,741,2163,701,-118.16,34.06,<1H OCEAN
house 9121,3.275,103500,32,1489,306,774,267,-118.1,34.58,INLAND
house 18570,2.4615,177800,46,1362,321,1068,305,-121.75,36.92,<1H OCEAN
house 10452,5.3999,300000,18,1679,271,783,257,-117.67,33.46,<1H OCEAN
house 8197,3.7716,242900,20,6678,1797,3625,1599,-118.13,33.79,NEAR OCEAN
house 10625,6.5743,278700,10,2815,431,1181,398,-117.77,33.72,<1H OCEAN
house 8414,2.5547,150400,36,2225,601,2755,610,-118.35,33.94,<1H OCEAN
house 10931,2.3783,166700,18,1884,442,1915,442,-117.9,33.74,<1H OCEAN
house 659,3.9032,218000,19,3516,710,1810,703,-122.13,37.7,NEAR BAY
house 16426,2.2619,123500,13,3192,715,1768,626,-121.47,38.13,INLAND
house 17842,3.3884,245800,17,3469,896,2762,808,-121.88,37.43,<1H OCEAN
house 4849,2.4519,98100,45,1423,278,822,276,-118.31,34.02,<1H OCEAN
house 7510,1.1705,110600,32,2238,471,1292,467,-118.27,33.91,<1H OCEAN
house 2551,2.9038,82000,43,2241,446,932,395,-124.16,40.78,NEAR OCEAN
house 18742,1.6821,69400,18,2226,490,859,451,-122.35,40.57,INLAND
house 6483,3.4286,191800,32,1747,399,1199,402,-118.02,34.09,INLAND
house 18162,7.5337,406800,29,1733,255,679,278,-122.05,37.36,<1H OCEAN
house 14332,1.3071,250000,51,1321,,781,499,-117.15,32.72,NEAR OCEAN
house 14919,5.1538,171300,23,1553,216,778,229,-117.03,32.61,NEAR OCEAN
house 6442,2.7857,201700,30,2773,634,1376,540,-118.03,34.1,INLAND
house 13258,5.3368,233500,28,2788,370,1140,385,-117.65,34.11,INLAND
house 9789,5.3245,250000,39,768,162,264,118,-120.51,35.91,INLAND
house 14252,3.5789,120300,28,3109,594,1559,589,-117.09,32.73,NEAR OCEAN
house 12738,5.5632,175200,24,6540,1008,2667,1031,-121.36,38.64,INLAND
house 19230,2.825,186200,16,2724,593,1124,586,-122.66,38.48,<1H OCEAN
house 8905,4.516,350000,32,2909,748,1310,706,-118.47,34.04,<1H OCEAN
house 4039,5.4609,500001,23,11154,1995,4076,1809,-118.51,34.16,<1H OCEAN
house 2573,3.3984,90000,36,2112,374,829,368,-124.15,40.78,NEAR OCEAN
house 1417,3.2484,91100,16,3077,733,1447,709,-122.04,38,NEAR BAY
house 11604,6.1142,240400,23,6368,1030,3281,1001,-118.02,33.79,<1H OCEAN
house 12371,3.0859,134600,16,5228,992,1177,639,-116.45,33.78,INLAND
house 1373,3.3831,129400,41,1345,272,718,283,-122.11,38.01,NEAR BAY
house 3764,3.9038,276100,35,2785,663,1631,614,-118.41,34.18,<1H OCEAN
house 6205,10.1248,428500,25,3652,470,1525,484,-117.87,34.06,<1H OCEAN
house 4282,2.5556,175000,27,210,98,332,112,-118.32,34.09,<1H OCEAN
house 9054,4.3229,130000,7,4915,885,2833,874,-118.12,34.7,INLAND
house 7702,4.6992,251900,36,1759,295,837,267,-118.13,33.97,<1H OCEAN
house 14027,2.6518,179800,40,1809,474,826,456,-117.15,32.76,NEAR OCEAN
house 12193,2.2423,132600,17,10145,2306,4776,1749,-117.38,33.67,<1H OCEAN
house 7686,3.1607,189000,33,639,129,460,118,-118.1,33.94,<1H OCEAN
house 19386,2.0833,77300,20,651,157,421,151,-120.85,37.77,INLAND
house 1289,4.4491,133900,19,2688,469,1216,422,-121.78,38.01,INLAND
house 6994,4.108,181200,36,1681,329,964,311,-118.02,33.95,<1H OCEAN
house 17955,6.1388,302400,30,3742,633,1721,631,-121.98,37.33,<1H OCEAN
house 3734,2.8021,224600,37,1993,425,939,400,-118.41,34.19,<1H OCEAN
house 15295,2.478,185600,16,4595,1341,2849,1197,-117.35,33.17,NEAR OCEAN
house 11764,5.419,267400,6,4223,672,1747,631,-121.28,38.73,INLAND
house 409,7.1754,362900,52,2318,328,779,312,-122.28,37.9,NEAR BAY
house 4710,5.3819,440900,52,1368,322,617,303,-118.35,34.06,<1H OCEAN
house 8988,8.6718,439100,32,4018,564,1400,568,-118.37,33.99,<1H OCEAN
house 9360,7.8904,468800,33,4448,631,1675,628,-122.52,37.95,NEAR BAY
house 6550,3.0625,165800,33,2464,627,2932,568,-118.02,34.05,<1H OCEAN
house 13267,2.9812,148800,22,1547,334,773,316,-117.68,34.09,INLAND
house 2801,1.1471,32900,14,1372,386,436,213,-116.22,36,INLAND
house 5950,3.1905,235300,36,3097,667,1484,634,-117.86,34.14,INLAND
house 3896,3.225,205300,33,3270,818,2118,763,-118.53,34.2,<1H OCEAN
house 15343,3.676,125600,35,2204,482,1435,462,-117.37,33.22,NEAR OCEAN
house 17446,4.1563,172600,4,1897,331,915,336,-120.48,34.66,NEAR OCEAN
house 1364,2.0523,133900,44,1625,432,825,385,-122.14,38.02,NEAR BAY
house 1664,6.6049,312600,16,2169,262,877,245,-121.93,37.93,INLAND
house 3795,4.4122,282300,40,1973,382,774,352,-118.37,34.16,<1H OCEAN
house 10445,3.9875,346500,24,2303,399,851,379,-117.61,33.43,NEAR OCEAN
house 1964,4.03,141200,15,2155,394,857,356,-120.58,38.77,INLAND
house 3152,3.8917,120800,11,4031,766,1539,564,-118.61,34.99,INLAND
house 2328,1.7969,72800,19,1648,368,557,354,-119.71,36.81,INLAND
house 8820,2.4432,200000,37,1442,501,998,503,-118.34,34.09,<1H OCEAN
house 13349,4.1779,159100,10,3194,579,2088,549,-117.64,34.03,INLAND
house 7439,3.0833,164800,41,1368,309,1244,312,-118.19,33.95,<1H OCEAN
house 905,5.388,225000,26,2332,371,1285,404,-121.99,37.54,<1H OCEAN
house 15534,2.3171,159500,7,10665,2576,4917,2424,-117.1,33.14,<1H OCEAN
house 15360,2.9386,143400,13,4543,881,2298,870,-117.33,33.24,NEAR OCEAN
house 20460,5.3681,187700,26,2873,480,1915,475,-118.77,34.28,<1H OCEAN
house 4402,2.7366,169100,40,1630,543,1568,510,-118.28,34.08,<1H OCEAN
house 441,2.9,144800,46,1647,376,854,355,-122.3,37.88,NEAR BAY
